,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
694,RONZONE,TRENTO,BED & BREAKFAST,,B&B CASA MIRAMONTE - POPESCU ILEANA,"VIA MENDOLA, 73/75",,347-7619607,,popescu@tn.cim.it,,annuale,304173934,,,,,4.0,10.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RONZONE,RONZONE,A.P.T. VALLE DI NON,1094,38010,RONZONE,1085,475,38010,
695,ROVERE' DELLA LUNA,TRENTO,AFFITTACAMERE,un_sole,ROOMS & BREAKFAST ANNA,"VIA CESARE BATTISTI, 9",,0461-891343,0461-233926,comunitasolidale@diocesit n.it,,annuale,301354337,337510226.0,,,,5.0,8.0,0.0,8.0,appartamento,0.0,,,,,,,,,,,,,,prima-colazione,,,ROVERE' DELLA LUNA,ROVERE' DELLA LUNA,CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG,251,38030,ROVERE' DELLA LUNA,251,476,38030,
696,ROVERE' DELLA LUNA,TRENTO,BED & BREAKFAST,,ALLA LUNA - PREGHENELLA CRISTIAN,"VIA 4 NOVEMBRE, 27",,347 0665120,,cristianpreghenella@yahoo .it,,annuale,253898904,,,,,4.0,12.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,ROVERE' DELLA LUNA,ROVERE' DELLA LUNA,CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG,251,38030,ROVERE' DELLA LUNA,251,476,38030,
697,ROVERETO,TRENTO,AFFITTACAMERE,quattro_soli,COLLE AMENO room and breakfast,"VIA COLLE AMENO, 6",BORGO SACCO,0464-480711,,info@colleamenobeb.it,,annuale,270025984,1948200223.0,,,,12.0,24.0,0.0,2.0,appartamento,0.0,,,,,,,,,,,,,,prima-colazione,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,BORGO SACCO,204,9984,38068,
698,ROVERETO,TRENTO,BED & BREAKFAST,,AL FIUME - STEFFENS ANGELIKA,"PIAZZA FABIO FILZI, 11",,0464-434317,,bbalfiume@gmail.com,www.bbalfiume.com,annuale,253326495,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,90.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
699,ROVERETO,TRENTO,BED & BREAKFAST,,ALLE VIGNE - POSSER FUMAGALI FERNANDA CAROLINA,"VIA VALLUNGA I, 14",,0464-422144,,bb.allevigne@live.it,,annuale,250722618,,,,,4.0,9.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
700,ROVERETO,TRENTO,BED & BREAKFAST,,ART B&B - ZENATTI SARA,"VIA MONTE GRAPPA, 1",,331 8265083,,artbeb.rovereto@gmail.com,,annuale,295269468,,,,,3.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
701,ROVERETO,TRENTO,BED & BREAKFAST,,B&B A DUE PASSI - BONA ROBERTA,"VIA SAN GIOVANNI BOSCO, 36",,347-8846416,,siurbani@tin.it,,annuale,1292247,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
702,ROVERETO,TRENTO,BED & BREAKFAST,,B&B CA' ANTICA - BRUN MATTIA,"VIALE TRENTO, 2",,0464-437346,,ca.antica@gmail.com,,annuale,262670469,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
703,ROVERETO,TRENTO,BED & BREAKFAST,,B&B CASA BETTINI - PATUZZI ROBERTO,"VIA DELLA TERRA, 41",,347-1051839,,bebcasabettini@gmail.com,,annuale,72377250,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,105.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
704,ROVERETO,TRENTO,BED & BREAKFAST,,B&B CASA DEI TURCHI - PANELLA MARIA GRAZIA,"VIA SANTA MARIA, 5",,347-9944378,,mgp@mgpconsulting.com,,annuale,269550989,,,,,4.0,16.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
705,ROVERETO,TRENTO,BED & BREAKFAST,,B&B CASTELDANTE - ZANDONAI ROBERTO,"VIA CASTELDANTE, 20",LIZZANA,0464-750235,,bbcasteldante@gmail.com,,annuale,259750325,,,,,2.0,4.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,LIZZANA,204,9986,38068,
706,ROVERETO,TRENTO,BED & BREAKFAST,,B&B MANU&DIGE - RATTIN MANUELA,"VIA UNIONE, 102",,0464-080450,0464-080805,info@manu-e-dige.com,www.manu-e-dige.com,annuale,1573375,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
707,ROVERETO,TRENTO,BED & BREAKFAST,,B&B MELA E CANNELLA - AZZOLINI LORENZA,"VIA MAIOLICHE, 54",,348-8213467,,info@bbmelaecannella.it,,annuale,315890063,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
708,ROVERETO,TRENTO,BED & BREAKFAST,,B&B MONTE PIPEL - TOLDO SERGIO,"VIA MONTE PIPEL, 8",,0464-424500,,montepipelbb@gmail.com,,annuale,282769734,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
709,ROVERETO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST ANGELS - PAGANINI ANGELA,"VIA BEZZI, 30",,349-4784115,,angela.paganini@gmail.com,,annuale,236078205,,,,,3.0,7.0,1.0,2.0,camera-senza-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
710,ROVERETO,TRENTO,BED & BREAKFAST,,BIKE & WINE B&B - SPAGNOLLI PIERA,"VIALE DELLA VITTORIA, 82",,335 1022663,,bikeandwinebb@gmail.com,,annuale,305554411,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
711,ROVERETO,TRENTO,BED & BREAKFAST,,CASA NABU' - PASINI MARISA,"VIA LUNGO LENO SINISTRO, 48",,346-3713167,,pasinimarisa@gmail.com,,annuale,279204220,,,,,2.0,10.0,0.0,5.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
712,ROVERETO,TRENTO,BED & BREAKFAST,,CORTE SANTA MARIA - CALAVIN GABRIELE,"VIA SANTA MARIA, 49",,366-5443636,,bb.cortesantamaria@gmail. com,,annuale,305014123,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
713,ROVERETO,TRENTO,BED & BREAKFAST,,DIELE - ROMANI PAOLA,"VIA TRIESTE, 35",,342-0307744,0464-422028,info@bebdiele.it,www.bebdiele.it,annuale,170296421,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
714,ROVERETO,TRENTO,BED & BREAKFAST,,HOME 21 - GOTTARDI LUCA,"VIA AI FIORI, 21",,0464-431489,,luca26gottardi@gmail.com,,annuale,273391745,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
715,ROVERETO,TRENTO,BED & BREAKFAST,,IL GIRASOLE - SURACI VALENTINA,"VIA PASUBIO, 68",,0464-430740,,info@ilgirasole-bb.com,,annuale,1491183,,,,,1.0,4.0,0.0,4.0,camera-con-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
716,ROVERETO,TRENTO,BED & BREAKFAST,,LA NINETTA - POZZER ROSSELLA,"VIALE ZUGNA, 35",,328 4858370,,rossella.pozzer@gmail.com,,annuale,312804558,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
717,ROVERETO,TRENTO,BED & BREAKFAST,,LIZZANELLA - PROSERPIO MARCO,"CORSO VERONA, 115",LIZZANELLA,0464-438593,0464-438593,marcoproserpio@hotmail.it,www.lizzanella.com,annuale,1292179,,,,,2.0,6.0,0.0,3.0,camera-con-bagno,95.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,LIZZANELLA,204,50000440,38068,
718,ROVERETO,TRENTO,BED & BREAKFAST,,RELAIS MOZART - DE PROBIZER GIUSEPPE,"VIA CITTADELLA, 41",,339-1772173,0464-081175,info@relaismozart.it,www.relaismozart.it,annuale,21423306,,,,,3.0,9.0,0.0,3.0,camera-con-bagno,120.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
719,ROVERETO,TRENTO,BED & BREAKFAST,,VILLA DORDI B&B - DORDI SERGIO,"VIALE DEI COLLI, 28",,389-9819695,0464-434275,info@dordi.it,www.dordi.it/rovereto,annuale,1611151,,,,,3.0,9.0,0.0,2.0,camera-con-bagno,75.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
720,ROVERETO,TRENTO,BED & BREAKFAST,,VISTA CASTELLO - DE FILIPPIS ROSARIA,"SALITA DEL DOSSO, 32",,371-1925384,,gamma3immobiliare@virgili o.it (temporaneo),,annuale,286152550,,,,,2.0,6.0,1.0,3.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
721,ROVERETO,TRENTO,CASA PER FERIE - FORESTERIA,,KOSMOS ROVERETO,VIA DELLA ROGGIA 45/A LOC. BALDRESCA,,0464 - 480574,0464 - 480574,kosmos.rovereto@gmail.com,kappakosmos.it,annuale,196115795,1535020224.0,"20,00","19,00","4,00",9.0,25.0,,1.0,camera-con-bagno,24.0,,,,,8.0,4.0,6.0,,,,,STANN14.tiro-con-arco,Tiro con l`arco,pranzo,STANN14.tiro-con-arco,Tiro con l`arco,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
724,ROVERETO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENZA ALLE GRAZIE,"P.LE ORSI, 25-27",,0464-486760,0464-486108,rovereto@cityresidencesrl .it,www.cityresidencesrl.it,annuale,1582959,1945970224.0,,,,45.0,92.0,,2.0,appartamento,80.0,,,,,,,,,,,,,,,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
725,ROVERETO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENZA DA VINCI,"VIA LEONARDO DA VINCI, 60/A",,0464-486760,0464-486108,amministrazione@trentodue .it,www.cityresidencesrl.it,annuale,1582992,1945970224.0,,,,35.0,72.0,,2.0,appartamento,80.0,,,,,,,,,,,,,,,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
726,ROVERETO,TRENTO,CAV - RESIDENCE,,RESIDENCE MESSAGGERO,"VICOLO DEL MESSAGGERO, 6-11",,0464-489120,0464-422699,info@residencemessaggero. it,www.residencemessaggero.i t,annuale,1282398,1270970229.0,,,,18.0,36.0,,1.0,appartamento,0.0,,,,,,,,,,,,STANN14.palestra,Palestra,,,,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
727,ROVERETO,TRENTO,OSTELLO PER LA GIOVENTU',,OSTELLO DI ROVERETO,"VIA DELLE SCUOLE, 18",,0464-486757,0464-400959,segreteria@ostelloroveret o.it,www.ostellorovereto.it,annuale,1287568,863470225.0,,"14,00","1,00",33.0,99.0,,1.0,camera-con-bagno,27.5,,,,,,,,,,,,STANN15.sala-giochi-attrezzato-b,Sala giochi attrezzato per bambini,cena,STANN09.Pa17.bici,Biciclette/City Bike,ROVERETO,ROVERETO,A.P.T. DI ROVERETO E VALLAGARINA,204,38068,ROVERETO,204,477,38068,
728,RUMO,TRENTO,AFFITTACAMERE,quattro_soli,LARIX,"VIA MOCENIGO, 46/C",,0463-531031,0463-531031,info@larixrumo.it,www.larixrumo.it,annuale,1287472,812060226.0,"25,00",,"6,00",8.0,14.0,0.0,1.0,camera-con-bagno,45.0,,,,,,,,,,,,STANN03.zona-relax,Zona relax,somministrazione-bevande,STANN03.zona-relax,Zona relax,RUMO,RUMO,A.P.T. VALLE DI NON,939,38020,RUMO,944,479,38020,
729,RUMO,TRENTO,AFFITTACAMERE,un_sole,MASO KOFLER,"VIA MOCENIGO, 80 - LOC. MOLINI",MOCENIGO,349-4989067,0463-530573,info@masokofler.it,www.masokofler.it,annuale,227316717,2257180220.0,"30,00",,,0.0,12.0,0.0,3.0,appartamento,100.0,,,,,,,,,,,,STANN09.Pa17.mb,Mountain Bike,,,,RUMO,RUMO,A.P.T. VALLE DI NON,939,38020,MOCENIGO,1069,10023,38020,
730,RUMO,TRENTO,BED & BREAKFAST,,CASA DELL'ORSO - NARDELLI PAOLO,"VIA MARCENA, 43/A",,0463-530552,,,,annuale,1291829,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,RUMO,RUMO,A.P.T. VALLE DI NON,939,38020,RUMO,944,479,38020,
731,SAGRON MIS,TRENTO,AFFITTACAMERE,un_sole,BROCH ANTONIA,"VIA PASSO CEREDA, 12",MIS,0439-62604,,,,annuale,1285809,,"15,00","15,00","7,00",6.0,8.0,0.0,1.0,camera-con-bagno,25.0,,,,,,,,,,,,,,pranzo,,,SAGRON MIS,SAGRON MIS,A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO,1062,38050,MIS,1062,10031,38050,
732,SAGRON MIS,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST DA ANTONELLA - PRADEL ANTONELLA,"VIA CAMPAGNA, 11",,0439-65113,,antonella_pradel@libero.i t,,annuale,246703829,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,SAGRON MIS,SAGRON MIS,A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO,1062,38050,SAGRON MIS,1062,480,38050,
733,SAGRON MIS,TRENTO,BED & BREAKFAST,,CASA DEL MAO - BROCH FLAVIO,"VIA CAMPAGNA, 19",,340 2598121,,info@casadelmao.it,www.casadelmao.it,annuale,290571279,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,SAGRON MIS,SAGRON MIS,A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO,1062,38050,SAGRON MIS,1062,480,38050,
734,SAN MICHELE ALL'ADIGE,TRENTO,BED & BREAKFAST,,MELCHIORI MICHELE,"VIA TONALE, 24",,3483801538,0461-662787,michele.melchiorri@virgil io.it,,annuale,1291583,,,,,2.0,6.0,0.0,3.0,camera-con-bagno,85.0,,,,,,,,,,,,,,BBqualita,,,SAN MICHELE ALL'ADIGE,SAN MICHELE ALL'ADIGE - GRUMO,CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG,229,38010,SAN MICHELE ALL'ADIGE,228,483,38010,
735,SANT'ORSOLA TERME,TRENTO,BED & BREAKFAST,,B&B LA NOSTRA BICOCCA - ZOCCA PATRIZIA,"LOCALITA' SIMONEI, 1",,0461-923569,,patricia.zocca@gmail.com,www.lanostrabicocca.com,annuale,265493074,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,SANT'ORSOLA TERME,SANT'ORSOLA TERME,CONSORZIO PRO LOCO VALLE DEI MOCHENI,925,38050,SANT'ORSOLA TERME,925,484,38050,
736,SANT'ORSOLA TERME,TRENTO,BED & BREAKFAST,,BLUMEN - QUIMARI MAURIZIO,"LOC. PIZOI, 7",,349-5813305,,blumen.stube@yahoo.it,,annuale,248685533,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,SANT'ORSOLA TERME,SANT'ORSOLA TERME,CONSORZIO PRO LOCO VALLE DEI MOCHENI,925,38050,SANT'ORSOLA TERME,925,484,38050,
737,SANT'ORSOLA TERME,TRENTO,BED & BREAKFAST,,GIAN - DALBOSCO DANIELA,"LOCALITA' STEFANI, 5",,0461-540029,,bebgian@gmail.com,bebgian.com,annuale,1463713,,,,,3.0,5.0,2.0,1.0,camera-senza-bagno,35.0,,,,,,,,,,,,,,BBqualita,,,SANT'ORSOLA TERME,SANT'ORSOLA TERME,CONSORZIO PRO LOCO VALLE DEI MOCHENI,925,38050,SANT'ORSOLA TERME,925,484,38050,
738,SARNONICO,TRENTO,AFFITTACAMERE,un_sole,DOLOMITI GOLF HOUSE,"LOC. CENTRO SPORT VERDE, 1",SEIO,0463-832698,0463-839308,info@dolomitigolf.house,,annuale,1627514,2251490229.0,"35,00",,"10,00",8.0,27.0,0.0,2.0,camera-con-bagno,110.0,,,,,,,,,,,,STANN14.campo-golf,Campo golf,cena,STANN03.zona-relax,Zona relax,SARNONICO,SARNONICO,A.P.T. VALLE DI NON,970,38010,SEIO,970,10117,38010,
739,SARNONICO,TRENTO,CAMPEGGIO,3stelle,CAMPING PARK BAITA DOLOMITI,"VIA CESARE BATTISTI, 18",,0463-830109,0463-870000,info@baita-dolomiti.it,www.baita-dolomiti.it,annuale,1284373,1298240217.0,,,,,,,,piazzola,13.0,,,,,,,,136.0,12.0,0.0,456.0,STANN14.campo-basket-volley,Campo basket/volley,,,,SARNONICO,SARNONICO,A.P.T. VALLE DI NON,970,38010,SARNONICO,963,486,38010,
740,SCURELLE,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,TEDON,LOC. VAL CAMPELLE,VAL CAMPELLE - CENONE,338-7854119,0461-752810,info@proval.it,www.proval.it,annuale,1456507,1830130223.0,,,,1.0,25.0,,25.0,camera-con-bagno,220.0,,,,,4.0,4.0,3.0,,,,,STANN14.campo-basket-volley,Campo basket/volley,,,,SCURELLE,SCURELLE,A.P.T. VALSUGANA - TESINO,673,38050,VAL CAMPELLE - CENONE,1368,50000712,38050,
741,SCURELLE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,EX CASINA FORESTALE - EX MALGA CENON DI SOTTO,LOC. CENONE,VAL CAMPELLE - CENONE,0461-762053,0461-763670,info@comune.scurelle.tn.i t,www.comune.scurelle.tn.it,annuale,1483532,301120226.0,,,,3.0,16.0,,4.0,appartamento,78.57,,,,,,,,,,,,,,,,,SCURELLE,SCURELLE,A.P.T. VALSUGANA - TESINO,673,38050,VAL CAMPELLE - CENONE,1368,50000712,38050,
742,SCURELLE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,PRA' DE BEPETO - APPARTAMENTO 1 E APPARTAMENTO 2,LOC. PRAI TOMEI-VAL CAMPELLE,VAL CAMPELLE - CENONE,0461-762053,0461-763670,info@comune.scurelle.tn.i t,,annuale,314374974,301120226.0,,,,2.0,12.0,,6.0,appartamento,0.0,,,,,,,,,,,,,,,,,SCURELLE,SCURELLE,A.P.T. VALSUGANA - TESINO,673,38050,VAL CAMPELLE - CENONE,1368,50000712,38050,
743,SEGONZANO,TRENTO,BED & BREAKFAST,,B&B A UN PASSO DAL BOSCO - ZANCANELLA ROBERTO,"VIA VALCAVA, 39",,337-458467,,zankar@tin.it,,annuale,287786737,,,,,2.0,4.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,SEGONZANO,SEGONZANO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,604,38047,SEGONZANO,660,488,38047,
744,SEGONZANO,TRENTO,BED & BREAKFAST,,B&B CERVO D'ORO - PUM GERTRUDE ANNA,"FRAZ. GRESTA, 28/A",GRESTA-BIVIO,389-9819188,,info@cervodoro.it,www.cervodoro.it,annuale,280054751,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,SEGONZANO,SEGONZANO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,604,38047,GRESTA-BIVIO,604,50000490,38047,
745,SEGONZANO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA MAGNOLA,"LOC. MAGNOLA, 1",,0461-235723,,info@articoimpresasociale .it,,annuale,254142126,2316360227.0,"10,00","20,00","5,50",12.0,55.0,,55.0,camera-con-bagno,0.0,,,,,10.0,10.0,9.0,,,,,,,,,,SEGONZANO,SEGONZANO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,604,38047,SEGONZANO,660,488,38047,
746,SEGONZANO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CA' DEL TIGLIO,"LOC. MADONNA DELL'AIUTO, 3",,0376-245505,,segreteria@cadeltiglio.it,,annuale,296276497,2414130225.0,,,,4.0,80.0,,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,SEGONZANO,SEGONZANO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,604,38047,SEGONZANO,660,488,38047,
747,SFRUZ,TRENTO,AFFITTACAMERE,due_soli,CASA CAMILLO,"VIA ROTONDA CREDAI, 6",,0463-536085,0463-536085,camillo.schwarz@alice.it,www.casacamillo.it,annuale,213690311,1390090221.0,"15,00","15,00","8,00",9.0,21.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,STANN14.campo-basket-volley,Campo basket/volley,somministrazione-bevande,STANN14.tennis-tavolo,Tennis tavolo - ping pong,SFRUZ,SFRUZ,A.P.T. VALLE DI NON,1012,38010,SFRUZ,1012,489,38010,
748,SFRUZ,TRENTO,AFFITTACAMERE,un_sole,LA CAPANNINA,"VIA PREDAIA, 13",,0463-536775   -    3473038137,,gianni.polli@libero.it,www.la-capannina.it,annuale,1285060,,"30,00","15,00","5,00",7.0,15.0,2.0,1.0,camera-senza-bagno,30.0,,,,,,,,,,,,,,prima-colazione,,,SFRUZ,SFRUZ,A.P.T. VALLE DI NON,1012,38010,SFRUZ,1012,489,38010,
749,SFRUZ,TRENTO,CASA PER FERIE - CENTRO VACANZE PER MINORI (COLONIE),,CASA DEGLI SCOIATTOLI,"VIA MURZENT, 1",,0463-536209,0463-536875,post@casadegliscoiattoli. it,www.casadegliscoiattoli.i t,annuale,1396309,2091600227.0,"16,00","16,00","8,00",15.0,50.0,,1.0,camera-senza-bagno,44.0,,,,,16.0,13.0,10.0,,,,,STANN14.campo-basket-volley,Campo basket/volley,cena,STANN09.Pa17.discesa,Sci Discesa,SFRUZ,SFRUZ,A.P.T. VALLE DI NON,1012,38010,SFRUZ,1012,489,38010,
750,SORAGA,TRENTO,AFFITTACAMERE,due_soli,LA VIOLETTA,"STRADA DA PALUA, 8",,0462-768155,0462-768155,garni.violetta@dnet.it,www.violettasoraga.it,annuale,1285417,1416460226.0,"20,00",,"5,00",8.0,14.0,2.0,1.0,camera-con-bagno,27.0,,,,,,,,,,,,,,prima-colazione,,,SORAGA,SORAGA,A.P.T. VALLE DI FASSA,1242,38030,SORAGA - SORAGA,1220,492,38030,
751,SORAGA DI FASSA,TRENTO,AFFITTACAMERE,due_soli,LA VIOLETTA,"STRADA DA PALUA, 8",,0462-768155,0462-768155,garni.violetta@dnet.it,www.violettasoraga.it,annuale,1285417,1416460226.0,"20,00",,"5,00",8.0,14.0,2.0,1.0,camera-con-bagno,27.0,,,,,,,,,,,,,,prima-colazione,,,SORAGA,SORAGA,A.P.T. VALLE DI FASSA,1242,38030,SORAGA - SORAGA,1220,492,38030,
752,SORAGA,TRENTO,AFFITTACAMERE,quattro_soli,LA LUM DE ROISC,"STRADA DE ROISC, 8",,340-4118323,,info@lalumderoisc.it,,annuale,307259355,2420650224.0,,,,14.0,33.0,0.0,1.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,SORAGA,SORAGA,A.P.T. VALLE DI FASSA,1242,38030,SORAGA - SORAGA,1220,492,38030,
753,SORAGA DI FASSA,TRENTO,AFFITTACAMERE,quattro_soli,LA LUM DE ROISC,"STRADA DE ROISC, 8",,340-4118323,,info@lalumderoisc.it,,annuale,307259355,2420650224.0,,,,14.0,33.0,0.0,1.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,SORAGA,SORAGA,A.P.T. VALLE DI FASSA,1242,38030,SORAGA - SORAGA,1220,492,38030,
754,SORAGA,TRENTO,BED & BREAKFAST,,BED & BREAKFAST SAS DA ROCIA - MARGINEANU DANIELA,"PIAZA CIOCH, 8",,333-4772276,,daniela.alexandrovici@yah oo.com,,annuale,307594263,,,,,3.0,5.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,SORAGA,SORAGA,A.P.T. VALLE DI FASSA,1242,38030,SORAGA - SORAGA,1220,492,38030,
