"Numero sentiero tratta";"Competenza";"Denominazione";"Difficoltà";"Località inizio";"Località fine";"Quota inizio";"Quota fine";"Quota minima";"Quota massima";"Lunghezza plaminetrica";"Lunghezza inclinata";"Tempo andata";"Tempo ritorno";"Gruppo montagne interessate";"Comuni toccati";
"O213A";"SEZ. SAT CARÈ ALTO";"";"EE";"pr. RIF. CARE' ALTO \"ONGARI\" (b.213-215-222)";"BOCCHETTA DEL CANNONE";2,449;2,827;2,449;2,827;1,050;1,120;"01:20";"00:45";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Pelugo";
"O214";"SEZ. SAT PINZOLO - ALTA RENDENA";"SENTIERO DELLA VAL DI LARES";"E";"PIAN DI GENOVA - Malga Genova";"LAGO DI LARES";1,115;2,655;1,115;2,655;7,700;7,890;"05:00";"03:30";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Massimeno";
"O215";"SEZ. SAT VAL GENOVA, RIF. CARÈ ALTO \"DANTE ONGARI\"";"";"EE";"PONTE SUL SARCA ALLA SCALA DI BO'";"RIF. CARE' ALTO \"D. ONGARI\" (b.213-213A-222)";1,046;2,450;0;2,550;12,190;12,350;"06:30";"05:20";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Spiazzo, Pelugo";
"O215B";"SEZ. SAT CARÈ ALTO";"SENTIERO DI NISCLI";"EE";"PONTE ZUCAL (b.213)";"PASSO ALTAR (b.215)";1,638;2,385;1,638;2,385;2,200;2,340;"02:30";"02:00";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Pelugo";
"O216";"SEZ. SAT ALTA VAL DI SOLE, SEZ. SAT PINZOLO - ALTA RENDENA, RIF. VAL D'AMOLA \"GIOVANNI SEGANTINI\"";"";"EE";"RISTORANTE VALPIANA - privato";"RIFUGIO \"GIOVANNI SEGANTINI\" (b.211-211B-219)";1,221;2,373;1,221;2,617;14,800;15,090;"07:10";"06:10";"PRESANELLA / Giner - Nambino - Serodoli";"Ossana, Carisolo, Giustino";
"O216A";"SEZ. SAT ALTA VAL DI SOLE";"";"EE";"LAGO VENEZIA (b.216)";"BIVACCO JACK CANALI - CAI di Canzo";2,046;2,480;2,046;2,480;1,200;1,280;"01:30";"01:00";"PRESANELLA / Giner - Nambino - Serodoli";"Ossana";
"O216B";"SEZ. SAT ALTA VAL DI SOLE";"";"E";"BAITO DI BON - ruderi (b.216)";"BAITO CALDURA";1,686;2,156;1,686;2,156;1,600;1,670;"01:20";"01:00";"PRESANELLA / Giner - Nambino - Serodoli";"Ossana";
"O217";"SEZ. SAT PINZOLO - ALTA RENDENA";"SENTIERO DI VAL NAMBRONE";"E";"MADONNA DI CAMPIGLIO - piazza Righi";"PONTE VAL NAMBRONE";1,525;1,381;1,381;2,460;11,500;11,780;"06:15";"06:00";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O218";"SEZ. SAT CARÈ ALTO";"";"EE";"VAL NISCLI (b.215)";"pr. PASSO DEI POZZONI (b.218A)";2,480;2,800;2,480;2,800;940;1,000;"01:10";"00:45";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Pelugo";
"O218A";"SEZ. SAT CARÈ ALTO";"";"EEA";"VAL NISCLI (b.215)";"pr. PASSO DEI POZZONI (b.218)";2,550;2,800;2,550;2,870;1,920;1,980;"01:30";"01:10";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Pelugo";
"O219";"RIF. VAL D'AMOLA \"GIOVANNI SEGANTINI\", SEZ. SAT PINZOLO - ALTA RENDENA";"VIA FERRATA DEL PASSO DEI QUATTRO CANTONI - VF - EEA-F";"EEA";"RIF. \"SEGANTINI\" (b.211-211B-216)";"BIVACCO PRESANELLA \"VITTORIO ROBERTI\"(b.210)";2,373;2,204;2,204;2,780;5,100;5,210;"02:30";"02:40";"PRESANELLA / Presena - Presanella - Scarpacò";"Giustino";
"O220";"RIF. MANDRON \"CITTA' DI TRENTO\"";"VIA FERRATA \"ADOLFO MIGOTTI\" VF - EEA-PD";"EEA";"I CROZZETTI (b.212)";"PASSO CERCEN";2,253;3,022;2,109;3,022;6,000;6,170;"04:20";"03:15";"PRESANELLA / Presena - Presanella - Scarpacò";"Spiazzo, Strembo";
"O221";"SEZ. SAT VAL GENOVA";"";"EE";"CADERZONE";"MALGA GERMENEGA DI MEZZO (b.244)";720;1,869;720;2,184;10,400;10,630;"05:30";"04:30";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Carisolo";
"O222";"RIF. VAL DI FUMO, RIF. CARÈ ALTO \"DANTE ONGARI\"";"";"EE";"pr.MALGA VAL DI FUMO(b.240-245-248)";"RIF. CARE' ALTO \"D. ONGARI\" (b.213-213A-215)";1,891;2,450;1,891;2,854;8,560;8,770;"04:20";"03:40";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Daone, Pelugo, Villa Rendena";
"O223";"SEZ. SAT BONDO - BREGUZZO, SEZ. SAT DAONE";"";"EE";"PONTE PIANONE - Val di Breguzzo";"MALGA DI BREGUZZO (b.240)";1,231;1,826;0;2,765;14,650;14,940;"08:15";"07:50";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo, Daone";
"O223A";"SEZ. SAT BONDO - BREGUZZO";"";"EE";"PIAN DI REDONT (b.223)";"VAL DEL VESCOVO (b.223)";1,970;2,170;0;2,170;1,100;1,120;"00:50";"00:40";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo";
"O224";"SEZ. SAT CARÈ ALTO";"";"E";"PIAN DEL FORNO - Val San Valentino";"VAL DOSSON ALTA (b.222)";1,341;2,630;1,341;2,630;6,200;6,370;"04:00";"03:00";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Villa Rendena";
"O225";"SEZ. SAT TIONE";"VIA FERRATA \"GIOVAN BATTISTA COVA\" VF - EEA-PD";"EEA-PD";"TIONE  - Gala";"VALLETTA ALTA (b.224-248)";607;2,100;607;2,442;16,330;16,650;"07:40";"06:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O225A";"SEZ. SAT TIONE";"";"E";"pr. MALGA CENGLEDINO (b.225-235-235A)";"pr. BAITO FONTANA D. LASTE (b.225)";1,681;1,899;1,681;1,899;3,000;3,030;"01:40";"01:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O225B";"SEZ. SAT TIONE";"SENTIERO DEI SIORI";"T";"TIONE - Cantes";"pr. MALGA CENGLEDINO (b.235)";590;1,680;0;1,680;9,100;9,280;"03:50";"03:00";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O225C";"SEZ. SAT TIONE";"";"E";"CALCHERA (b.225)";"pr. ZELLER (b.225)";720;1,370;720;1,370;3,720;3,810;"02:00";"01:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O226";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"E";"RIFUGIO PRADALAGO - Viviani (b.265)";"SERODOLI (b.203)";2,082;2,404;2,082;2,404;4,300;4,350;"02:00";"01:45";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O226B";"SEZ. SAT PINZOLO - ALTA RENDENA, SEZ. SAT DIMARO";"";"E";"VERSANTE SO PASSO DEI TRE LAGHI (b.226)";"BOCCHETTA DEI TRE LAGHI (b.267-267A)";2,340;2,378;2,340;2,480;1,070;1,100;"01:00";"01:00";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O227";"SEZ. SAT VAL GENOVA";"";"E";"PIAN DEL CUC - Val Genova";"MANDRA CERCEN ALTA (b.220)";1,550;2,267;0;2,267;3,100;3,220;"02:20";"01:39";"PRESANELLA / Presena - Presanella - Scarpacò";"Strembo";
"O228";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"EE";"CARISOLO - bivio strada per Campolo";"CHIESETTA DI SAN MARTINO";845;1,227;845;1,227;1,100;1,170;"01:00";"00:40";"PRESANELLA / Presena - Presanella - Scarpacò";"Carisolo";
"O229";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"EE";"CAMPOLO - strada da Carisolo";"PONTE SUL SARCA D'AMOLA  (b.211)";1,375;1,950;1,375;2,310;6,900;7,080;"04:00";"03:20";"PRESANELLA / Presena - Presanella - Scarpacò";"Carisolo, Giustino";
"O230";"SEZ. SAT VAL GENOVA";"";"E";"SANTO STEFANO DI CARISOLO";"RIFUGIO DI SAN GIULIANO (b.221)";801;1,960;0;1,978;7,900;8,040;"04:00";"03:00";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Caderzone";
"O231";"SEZ. SAT VAL GENOVA";"";"E";"MORTASO";"SELLA DELLE PALETE (b.244)";680;1,950;0;1,950;4,800;4,990;"04:00";"02:45";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Spiazzo";
"O232";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"EE";"STAZIONE SUPERIORE FUNIVIA \"PANCUGOLO\"";"LAGO SERODOLI - Baito (b.217)";2,064;2,370;2,063;2,370;4,100;4,160;"02:00";"01:40";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O233";"SEZ. SAT VERMIGLIO, RIF. STAVEL \"FRANCESCO DENZA\"";"";"EE";"VELON - bivio strada";"QUOTA 2000 (b.206)";1,366;2,000;1,366;2,000;5,100;5,150;"02:20";"01:45";"PRESANELLA / Presena - Presanella - Scarpacò";"Vermiglio";
"O234";"RIF. STAVEL \"FRANCESCO DENZA\"";"";"EE";"pr. ex FORTE POZZI ALTI (b.233)";"RIFUGIO STAVEL \"FRANCESCO DENZA\" (b.206)";1,859;2,300;1,859;2,604;6,200;6,350;"03:20";"03:00";"PRESANELLA / Presena - Presanella - Scarpacò";"Vermiglio";
"O235";"SEZ. SAT TIONE";"";"E";"pr. LAGHI DI VALBONA (b.225)";"pr. MALGA CENGLEDINO (b.225-225A)";2,220;1,681;1,681;2,220;4,440;4,520;"01:15";"02:10";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O235A";"SEZ. SAT TIONE";"";"E";"PIAN DE SAN MARTIN (b.225)";"MONTE CAMPO ANTICO (b.235)";1,870;2,137;1,870;2,137;1,400;1,430;"00:40";"00:20";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento";
"O235B";"SEZ. SAT TIONE";"";"E";"ROCOL DE CIRIO (b.225B)";"MALGA LODRANEGA";1,630;1,656;1,630;1,656;1,640;1,660;"00:30";"00:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento, Breguzzo";
"O236";"RIF. MANDRON \"CITTA' DI TRENTO\"";"";"E";"RIFUGIO MANDRON - CITTA DI TRENTO (b.209-212)";"INIZIO GHIACCIAIO - base Cima Venezia";2,442;2,900;2,403;2,900;5,000;5,050;"02:00";"01:30";"ADAMELLO / Mandron - Lobbia - Buciaga";"Spiazzo";
"O238";"RIF. VAL D'AMOLA \"GIOVANNI SEGANTINI\"";"SENTIERO DELLA CANAVACCIA";"E";"PONTE DELLA CANAVACCIA (b.217)";"pr. BOCCHETTA DELL'OM (b.216)";1,450;2,260;1,450;2,260;4,700;4,830;"02:40";"02:00";"PRESANELLA / Presena - Presanella - Scarpacò";"Carisolo";
"O239";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"E";"ex MALGA VALINA DI NAMBRON (b.217)";"LAGO VEDRETTA";1,660;2,612;1,660;2,612;5,600;5,740;"03:30";"02:30";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo, Carisolo";
"O240";"RIF. VAL DI FUMO";"SENTIERO DELLA VAL DI FUMO";"EEA";"DIGA LAGO DI MALGA BISSINA (b.245)";"PASSO VAL DI FUMO";1,791;2,980;1,791;2,980;13,980;14,130;"05:30";"04:20";"ADAMELLO / Mandron - Lobbia - Buciaga";"Daone";
"O241";"SEZ. SAT O.C.";"VIA FERRATA ALPINISTICA DEL MATAROT VF - EEA-PD";"EEA-PD";"RIFUGIO \"ADAMELLO COLLINI\" - Bedole (b.212)";"RIF. LOBBIA ALTA \"CADUTI ADAMELLO\"";1,641;3,020;1,641;3,020;6,560;6,790;"04:30";"03:20";"ADAMELLO / Mandron - Lobbia - Buciaga";"Spiazzo";
"O242";"SEZ. SAT DAONE";"";"E";"BIVIO STRADA PER LAGO DI MALGA BISSINA";"PASSO DI CAMPO";1,750;2,296;1,750;2,296;3,900;3,950;"01:50";"01:20";"ADAMELLO / Mandron - Lobbia - Buciaga";"Daone";
"O243";"SEZ. SAT ALTA VAL DI SOLE";"";"E";"LAGO DI FAZZON";"MALGA BASELGA";1,307;2,006;1,307;2,006;3,400;3,490;"02:00";"01:20";"PRESANELLA / Giner - Nambino - Serodoli";"Pellizzano";
"O244";"SEZ. SAT CARÈ ALTO, SEZ. SAT VAL GENOVA";"";"E";"VAL BORZAGO - ponte sul Rio Garzana";"pr. MALGA GERMENEGA BASSA (b.215)";1,050;1,570;1,050;2,202;11,120;11,350;"05:00";"04:40";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Strembo";
"O245";"SEZ. SAT DAONE";"";"EE";"DIGA LAGO DI MALGA BISSINA";"pr. MALGA VAL DI FUMO (b.222-240-248)";1,791;1,891;1,791;2,601;10,100;10,240;"05:10";"05:00";"ADAMELLO / Mandron - Lobbia - Buciaga";"Daone";
"O246";"SEZ. SAT DAONE";"";"EE";"LAGO DI BOAZZO - centrale idroelettrica";"PASSO DEL TERMINE";1,236;2,334;1,229;2,334;8,940;9,040;"04:00";"03:00";"ADAMELLO / Re di Castello-Bruffione";"Daone";
"O247";"RIF. VAL DI FUMO";"";"EE";"CASERA DELLE LEVADE (b.240)";"PASSO DELLA PORTA - o Porta Buciaga";2,050;2,809;2,050;2,809;2,200;2,330;"02:10";"01:45";"ADAMELLO / Mandron - Lobbia - Buciaga";"Daone";
"O248";"RIF. VAL DI FUMO, SEZ. SAT CARÈ ALTO";"";"EE";"pr. MALGA VAL DI FUMO (b.222-240-245)";"VALLETTA ALTA (b.224-225)";1,891;2,100;1,891;2,765;6,100;6,320;"04:30";"04:15";"ADAMELLO/ Carè Alto - Lares - Monte Ospedale";"Daone, Villa Rendena";
"O248B";"RIF. VAL DI FUMO";"";"EE";"VALLE COP DI CASA (b.248)";"BAITELLO DELLA POZZA - ruderi (b.223-249)";2,090;2,117;2,090;2,380;3,900;3,970;"02:30";"02:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Daone";
"O249";"SEZ. SAT DAONE";"";"EE";"VERMONGOI - in Val Daone";"BAITELLO DELLA POZZA - ruderi (b.223-248B)";910;2,117;910;2,760;17,700;18,030;"09:40";"08:20";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Daone";
"O249B";"SEZ. SAT DAONE";"";"E";"LAGO DI BOAZZO";"PORTE DI DANERBA (b.223-249)";1,230;2,710;1,230;2,710;6,600;6,840;"04:30";"03:15";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Daone";
"O250";"SEZ. SAT DAONE";"";"E";"PRACUL - ponte Manoncin";"BOCCHETTA DI REMA' ( b.251)";924;2,282;924;2,282;10,300;10,430;"04:20";"03:10";"ADAMELLO / Re di Castello-Bruffione";"Daone";
"O250B";"SEZ. SAT DAONE";"";"E";"BOCCA FRONTALE (b.250)";"LAGO NERO (b.251)";1,807;2,150;1,807;2,150;2,700;2,730;"01:20";"01:00";"ADAMELLO / Re di Castello-Bruffione";"Daone";
"O251";"SEZ. SAT PIEVE DI BONO";"";"E";"MALGA TABLE - strada forestale";"PASSO SEROSINE";1,641;2,426;1,641;2,462;15,300;15,490;"06:30";"06:00";"ADAMELLO / Re di Castello-Bruffione";"Bersone, Cimego, Condino, Daone";
"O257";"SEZ. SAT PIEVE DI BONO";"SENTIERO \"DON ONORIO SPADA\"";"E";"GOS - CONDINO";"MONTE BRUFFIONE";490;2,664;490;2,664;14,700;14,950;"07:30";"05:45";"ADAMELLO / Re di Castello-Bruffione";"Condino";
"O257B";"SEZ. SAT PIEVE DI BONO";"";"E";"PASSO DEL LAGO (b.251)";"VERSANTE E MONTE BRUFFIONE (b.257)";2,350;2,550;2,350;2,550;1,000;1,020;"00:40";"00:30";"ADAMELLO / Re di Castello-Bruffione";"Condino";
"O258";"SEZ. SAT PIEVE DI BONO, SEZ. SAT DAONE";"";"E";"MALGA SEROLO";"CASINEI DI NOVA (b.250)";1,710;1,953;1,710;2,145;14,600;14,760;"05:00";"05:00";"ADAMELLO / Re di Castello-Bruffione";"Brione, Storo, Condino, Daone, Pieve di Bono";
"O259";"SEZ. SAT STORO";"";"E";"RISTORANTE FASERNO - ex rifugio";"PASSO DI BREALONE (b.258)";1,450;2,109;1,450;2,150;11,500;11,600;"04:10";"03:30";"ADAMELLO / Re di Castello-Bruffione";"Storo";
"O259B";"SEZ. SAT STORO";"";"E";"MALGA VACIL (b.259)";"PASSO DELLE CORNELLE (b.259)";1,805;2,018;1,708;2,018;4,500;4,540;"02:00";"01:50";"ADAMELLO / Re di Castello-Bruffione";"Storo";
"O260";"SEZ. SAT BONDO - BREGUZZO";"SENTIERO DEL LAGHISOL";"EE";"VAL DI BREGUZZO (b.223)";"BOCCHETTA DI LAGHISOL";1,605;2,410;1,605;2,410;3,500;3,620;"02:50";"02:00";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo";
"O261";"SEZ. SAT BONDO - BREGUZZO";"SENTIERO ATTREZZATO BOCCA DELLA CUNELLA SAA - EE";"EE";"VALLE DI S. VALENTINO - ponte Gorck";"PIAN DI REDONT  - Val Trivena (b.223)";1,175;1,970;1,175;2,529;10,000;10,250;"06:00";"05:00";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo, Villa Rendena";
"O261A";"SEZ. SAT BONDO - BREGUZZO";"";"E";"QUOTA 2200 (b.261)";"PASSO DI BREGUZZO (b.223)";2,200;2,765;0;2,765;2,410;2,480;"02:00";"01:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo";
"O262";"SEZ. SAT BONDO - BREGUZZO, SEZ. SAT DAONE";"";"E";"VAL D'ARNO' - bivio strada";"VALBONA (b.249)";1,415;1,750;0;2,248;9,100;9,220;"03:40";"03:40";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento, Daone";
"O262B";"SEZ. SAT BONDO - BREGUZZO";"";"E";"MALGA D'ARNO'";"MALGA MAGIASSONE (b.262)";1,558;1,718;0;1,718;1,900;1,920;"00:40";"00:30";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Breguzzo";
"O263";"SEZ. SAT TIONE";"";"E";"MALGA GEREDOL (b.261)";"STABLO MARC (b.225A)";1,711;1,734;0;1,734;4,565;4,590;"01:20";"01:20";"ADAMELLO / Monte Corona - Cop di Breguzzo";"Tione di Trento, Villa Rendena";
"O265";"SEZ. SAT DIMARO";"";"E";"CASINA MONTI ALTI - Folgarida";"MALGA ZELEDRIA";1,463;1,767;1,463;2,082;10,400;10,470;"03:30";"03:10";"PRESANELLA / Giner - Nambino - Serodoli";"Dimaro, Pinzolo";
"O266";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"EEA";"LAGO NAMBIN (b.217)";"QUOTA 2210 (b.226)";1,768;2,210;1,768;2,210;2,200;2,260;"01:15";"00:50";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O267";"SEZ. SAT O.C.";"VIA FERRATA \"UMBERTO BOZZETTO\" VF - EEA-F";"EEA-F";"STAZ. SUPERIORE FUNIVIA PRADALAGO (b.226)";"BOCCHETTA DEI TRE LAGHI (b.226B-267A)";2,130;2,378;2,130;2,427;1,650;1,720;"01:50";"01:40";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O267A";"SEZ. SAT DIMARO";"";"E";"VERSANTE S DEL MONTE VIGO (b.201)";"BOCCHETTA DEI TRE LAGHI (b.226B-267)";1,950;2,378;1,950;2,378;3,270;3,370;"02:10";"01:40";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O267B";"SEZ. SAT DIMARO";"";"E";"VERSANTE N BOCCHETTA TRE LAGHI (b.267A)";"BOCCHETTA DEL LAGO SCURO (b.267)";2,260;2,380;2,260;2,380;410;430;"00:15";"00:10";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O268";"SEZ. SAT VERMIGLIO";"";"E";"SS 42 DEL TONALE - km 150";"ex FORTE POZZI ALTI (b.234)";1,800;1,879;1,537;1,879;5,200;5,260;"01:50";"01:45";"PRESANELLA / Presena - Presanella - Scarpacò";"Vermiglio";
"O269";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"E";"QUOTA 1820 (b.217)";"LAGO LAMBIN (b.232)";1,820;2,329;1,820;2,329;1,900;1,970;"01:30";"01:00";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O277";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"E";"MADONNA DI CAMPIGLIO - piazza Righi";"LAGO RITORT (b.232-278)";1,525;2,063;1,525;2,063;4,650;4,710;"01:50";"01:30";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O278";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"E";"CLAEMP";"LAGO RITORT (b.232-277)";1,540;2,063;1,540;2,295;5,500;5,610;"02:45";"02:30";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O278B";"SEZ. SAT PINZOLO - ALTA RENDENA";"";"T";"MALGA VALCHESTRIA (b.278)";"PIAN DEI MUGHI (b.277)";1,888;1,975;1,888;1,975;1,700;1,720;"00:40";"00:30";"PRESANELLA / Giner - Nambino - Serodoli";"Pinzolo";
"O281";"SEZ. SAT VERMIGLIO";"SENTIERO DELLA PACE";"E";"PASSO DEL TONALE";"PASSO PARADISO - o Monticello (b.209)";1,882;2,585;1,860;2,585;7,500;7,570;"03:20";"02:30";"ADAMELLO / Mandron - Lobbia - Buciaga";"Vermiglio";
"O300";"SEZ. SAT SAN LORENZO IN BANALE, SEZ. SAT STENICO, SEZ. SAT TIONE, SEZ. SAT CARÈ ALTO, SEZ. SAT VAL GENOVA, SEZ. SAT PINZOLO - ALTA RENDENA";"VIA SAN VILI - S.V.";"E";"DEGGIA - presso la fontana (b.613)";"MADONNA DI CAMPIGLIO";619;1,522;0;1,522;67,300;67,690;"022:00";"019:00";"DOLOMITI DI BRENTA sud, DOLOMITI DI BRENTA centrale";"S. Lorenzo in Banale, Stenico, Bleggio Inferiore, Ragoli, Tione di Trento, Giustino";
"O301";"SEZ. SAT ANDALO, SEZ. SAT SPORMAGGIORE, RIF. GROSTÈ \"GIORGIO GRAFFER\"";"";"EE";"PEGORAR - frazione di Andalo";"RIF. GROSTE \"GIORGIO GRAFFER\" (b.331-336-382)";1,053;2,263;1,053;2,442;13,900;14,110;"05:40";"05:00";"DOLOMITI DI BRENTA est";"Andalo, Cavedago, Spormaggiore, Tuenno";
"O302";"SEZ. SAT SPORMAGGIORE";"";"EE";"LE SEGHE - Val Sporeggio";"QUOTA 1690 (b.301)";571;1,690;571;1,690;6,700;6,810;"03:30";"02:40";"DOLOMITI DI BRENTA est";"Spormaggiore";
"O303";"RIF. TOSA \"TOMMASO PEDROTTI\", RIF. \"F.F. TUCKETT\" E \"QUINTINO SELLA\"";"VIA FERRATA \"OSVALDO ORSI\" VF - EEA-PD";"EEA-PD";"RIFUGIO TOSA (b.319)";"RIFUGI \"TUCKETT e Q. SELLA\" (b.316-317-328)";2,439;2,273;2,273;2,648;7,300;7,420;"03:20";"03:30";"DOLOMITI DI BRENTA centrale";"Molveno";
"O304";"RIF. XII APOSTOLI \"F.LLI GARBARI\", RIF. VAL D'AMBIEZ \"SILVIO AGOSTINI\"";"VIA FERRATA ALPINISTICA DELL'IDEALE VF - EEA-D";"EEA-D";"RIF. XII APOSTOLI \"GARBARI\" (b.307-321-341)";"VEDRETTA D'AMBIEZ (b.358)";2,487;2,750;2,487;2,871;2,900;2,960;"01:45";"01:30";"DOLOMITI DI BRENTA sud";"S. Lorenzo in Banale, Stenico";
"O305";"SEZ. SAT O.C.";"VIA FERRATA DELLE BOCCHETTE VF - EEA-D";"EEA-D";"BOCCA DI BRENTA (b.318)";"PASSO GROSTE' (b.301-306-316-390)";2,552;2,442;2,442;3,020;11,600;11,800;"011:00";"011:00";"DOLOMITI DI BRENTA centrale";"Ragoli, Molveno";
"O305B";"SEZ. SAT O.C.";"VIA FERRATA SOSAT VF - EEA-D";"EEA-D";"VALLONE DEI BRENTEI (b.323)";"VALLONE DEL TUCKETT (b.303-315)";2,390;2,320;2,320;2,550;3,900;3,930;"01:50";"02:00";"DOLOMITI DI BRENTA centrale";"Ragoli";
"O306";"SEZ. SAT RALLO";"VIA FERRATA DELLE PALETE VF - EEA-D";"EEA-D";"PASSO DELLA NANA (b.335-336)";"PASSO GROSTE' (b.301-305-316-390)";2,195;2,442;2,054;2,442;12,000;12,120;"06:00";"05:50";"DOLOMITI DI BRENTA nord";"Cles, Tuenno";
"O307";"SEZ. SAT PINZOLO - ALTA RENDENA, RIF. XII APOSTOLI \"F.LLI GARBARI\"";"SENTIERO ATTREZZATO DELLA SCALA SANTA SAA - EE";"E";"VADAIONE - frazione di Giustino";"RIF. XII APOSTOLI \"GARBARI\" (b.304-321-341)";770;2,486;770;2,486;11,000;11,210;"05:30";"04:15";"DOLOMITI DI BRENTA sud";"Giustino";
"O307B";"SEZ. SAT PINZOLO - ALTA RENDENA";"SENTIERO \"FRATELLI CARLO E ALDO TARTAROTTI\"";"E";"PRA' RODONT";"MALGA BANDALORS  (b.307)";1,514;1,630;1,514;1,630;2,500;2,510;"01:10";"01:00";"DOLOMITI DI BRENTA sud";"Pinzolo, Giustino";
"O308";"SEZ. SAT MALÈ";"";"E";"BAITA REGAZZINI (b.374)";"ex MALGA CAVALLI - ruderi (b.335)";764;2,058;764;2,058;10,500;10,650;"04:20";"03:20";"DOLOMITI DI BRENTA nord";"Malè, Cles, Monclassico";
"O308B";"SEZ. SAT MALÈ";"";"E";"PRA' DE LA SELVA (b.308)";"CUNE (b.308)";1,474;1,700;1,474;1,700;2,100;2,130;"01:00";"00:50";"DOLOMITI DI BRENTA nord";"Malè";
"O309";"SEZ. SAT TUENNO";"";"E";"LAGO DI TOVEL";"MALGA TUENA (b.310-311)";1,178;1,740;1,178;1,740;2,700;2,780;"01:30";"01:00";"DOLOMITI DI BRENTA nord";"Tuenno";
"O310";"SEZ. SAT TUENNO";"";"E";"MALGA TUENA (b.309-311)";"PASSO DI PRA' CASTRON (b.329-336)";1,740;2,502;1,740;2,502;3,500;3,630;"02:30";"01:45";"DOLOMITI DI BRENTA nord";"Tuenno";
"O311";"SEZ. SAT TUENNO";"SENTIERO DELLA VAL FORMIGA";"E";"MALGA TUENA (b.309-310)";"PIAN DELLA NANA (b.336)";1,740;2,090;1,740;2,090;5,000;5,040;"02:10";"01:50";"DOLOMITI DI BRENTA nord";"Tuenno";
"O312";"SEZ. SAT TUENNO";"SENTIERO DELLA DENA";"E";"pr. POZZOL DI TUENNO (b.314)";"LIVEZZA GRANDE (b.306-380)";1,420;2,180;1,420;2,180;2,700;2,820;"02:00";"01:30";"DOLOMITI DI BRENTA nord";"Tuenno";
"O313";"SEZ. SAT CLES";"";"E";"CLES - località Bersaglio";"RIFUGIO PELLER (b.337-374)";830;1,990;830;1,990;11,100;11,230;"04:20";"03:20";"DOLOMITI DI BRENTA nord";"Cles, Tassullo, Tuenno";
"O313A";"SEZ. SAT CLES";"SENTER DEI GROPI";"E";"CALTRON - frazione di Cles";"LE BONELE - strada Cles - Rifugio Peller";723;1,440;723;1,440;6,050;6,140;"02:15";"01:40";"DOLOMITI DI BRENTA nord";"Cles";
